School ID - NCES Assigned [Public School] Latest available year,School Name,State Name [Public School] Latest available year,Grade 12 offered [Public School] 2018-19,Grade 13 Offered [Public School] 2018-19,Ungraded offered [Public School] 2018-19,Adult Education Offered [Public School] 2018-19,No Grades Offered [Public School] 2018-19,Total Students All Grades (Excludes AE) [Public School] 2018-19,Total Students All Grades (Includes AE) [Public School] 2018-19,Free Lunch Eligible [Public School] 2018-19,Direct Certification [Public School] 2018-19,Reduced-price Lunch Eligible Students [Public School] 2018-19,Free and Reduced Lunch Students [Public School] 2018-19,Grades 9-12 Students [Public School] 2018-19,Full-Time Equivalent (FTE) Teachers [Public School] 2018-19,Pupil/Teacher Ratio [Public School] 2018-19
480003012998,UPLIFT TRIUMPH PREPARATORY SCHOOL,TEXAS,2-No,2-No,2-No,2-No,2-No,581,581,498,–,51,549,†,32.16,18.07
480003013483,UPLIFT WHITE ROCK HILLS PREP,TEXAS,2-No,2-No,2-No,2-No,2-No,403,403,304,–,48,352,†,21.55,18.7
480003012012,UPLIFT WILLIAMS PREPARATORY H S,TEXAS,1-Yes,2-No,2-No,2-No,2-No,534,534,452,–,46,498,534,41.71,12.8
480003012035,UPLIFT WILLIAMS PREPARATORY MIDDLE,TEXAS,2-No,2-No,2-No,2-No,2-No,488,488,406,–,52,458,†,30.74,15.88
480003012026,UPLIFT WILLIAMS PREPARATORY PRI,TEXAS,2-No,2-No,2-No,2-No,2-No,590,590,479,–,63,542,†,33.12,17.81
480003013474,UPLIFT WISDOM SECONDARY,TEXAS,2-No,2-No,2-No,2-No,2-No,408,408,342,–,34,376,†,31.79,12.83
481623001378,URBAN PARK EL,Texas,2-No,2-No,2-No,2-No,2-No,607,607,586,–,0,586,†,36,16.86
482517010769,URSULA STEPHENS EL,Texas,2-No,2-No,2-No,2-No,2-No,723,723,430,–,57,487,†,56.02,12.91
480007112956,UT - UNIVERSITY CHARTER SCHOOL AT HIGH POINT,Texas,1-Yes,2-No,2-No,2-No,2-No,30,30,5,–,0,5,10,1.07,28.04
480142712830,UT TYLER UNIVERSITY ACADEMY AT LONGVIEW,Texas,1-Yes,2-No,2-No,2-No,2-No,260,260,48,–,1,49,75,16.44,15.82
480142712863,UT TYLER UNIVERSITY ACADEMY AT PALESTINE,Texas,1-Yes,2-No,2-No,2-No,2-No,165,165,56,–,6,62,57,13.56,12.17
480142712768,UT TYLER UNIVERSITY ACADEMY AT TYLER,Texas,1-Yes,2-No,2-No,2-No,2-No,313,313,41,–,2,43,79,23.52,13.31
484368004965,UTOPIA SCHOOL,Texas,1-Yes,2-No,2-No,2-No,2-No,242,242,81,–,18,99,72,19.65,12.32
480144313129,UTPB STEM ACADEMY,TEXAS,2-No,2-No,2-No,2-No,2-No,721,721,68,–,69,137,117,37.84,19.05
484372004971,UVALDE H S,Texas,1-Yes,2-No,2-No,2-No,2-No,1207,1207,903,–,0,903,1207,80.74,14.95
482247002270,V M ADAMS EL,Texas,2-No,2-No,2-No,2-No,2-No,744,744,717,–,0,717,†,42.13,17.66
483318013139,V R EATON H S,TEXAS,1-Yes,2-No,2-No,2-No,2-No,2443,2443,460,–,0,460,2443,147.12,16.61
483312011794,VALE MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,1354,1354,527,–,130,657,†,76.01,17.81
484374004975,VALENTINE SCHOOL,Texas,1-Yes,2-No,2-No,2-No,2-No,38,38,20,–,3,23,11,9.54,3.98
484668011982,VALLE VERDE EARLY COLLEGE H S,Texas,1-Yes,2-No,2-No,2-No,2-No,403,403,220,–,40,260,403,19.43,20.74
482985021181,VALLEY CREEK EL,Texas,2-No,2-No,2-No,2-No,2-No,509,509,64,–,12,76,†,34.51,14.75
483312003723,VALLEY HI EL,Texas,2-No,2-No,2-No,2-No,2-No,385,385,292,–,1,293,†,33,11.67
484376010453,VALLEY MILLS DAEP,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
484376004976,VALLEY MILLS EL,Texas,2-No,2-No,2-No,2-No,2-No,294,294,165,–,33,198,†,23.42,12.55
484376004977,VALLEY MILLS H S,Texas,1-Yes,2-No,2-No,2-No,2-No,205,205,80,–,22,102,205,18.23,11.25
484376007525,VALLEY MILLS J H,Texas,2-No,2-No,2-No,2-No,2-No,151,151,63,–,18,81,†,10.03,15.05
484110004701,VALLEY OAKS EL,Texas,2-No,2-No,2-No,2-No,2-No,722,722,89,–,13,102,†,40.55,17.81
481521007263,VALLEY RANCH EL,Texas,2-No,2-No,2-No,2-No,2-No,669,669,18,–,7,25,†,38.11,17.55
483240010972,VALLEY RANCH EL,Texas,2-No,2-No,2-No,2-No,2-No,775,775,431,–,45,476,†,48.26,16.06
482730007266,VALLEY RIDGE EL,Texas,2-No,2-No,2-No,2-No,2-No,464,464,140,–,31,171,†,36.43,12.74
484340004926,VALLEY SCHOOL,Texas,1-Yes,2-No,2-No,2-No,2-No,221,221,99,–,32,131,69,21.39,10.33
484380012639,VALLEY VIEW 5TH GRADE CAMPUS,Texas,2-No,2-No,2-No,2-No,2-No,317,317,288,–,0,288,†,22.12,14.33
484380006181,VALLEY VIEW EARLY COLLEGE CAMPUS,Texas,2-No,2-No,2-No,2-No,2-No,623,623,581,–,0,581,266,36.53,17.05
484380006795,VALLEY VIEW EL,Texas,2-No,2-No,2-No,2-No,2-No,453,453,414,–,0,414,†,29.65,15.28
481776005699,VALLEY VIEW EL,Texas,2-No,2-No,2-No,2-No,2-No,483,483,36,–,4,40,†,42.66,11.32
484386007231,VALLEY VIEW EL,Texas,2-No,2-No,2-No,2-No,2-No,362,362,189,–,27,216,†,22.47,16.11
484386004980,VALLEY VIEW H S,Texas,1-Yes,2-No,2-No,2-No,2-No,229,229,107,–,15,122,229,17.36,13.19
484380021360,VALLEY VIEW H S,Texas,1-Yes,2-No,2-No,2-No,2-No,1162,1162,1071,–,0,1071,1162,65.63,17.71
484380012094,VALLEY VIEW J H,Texas,2-No,2-No,2-No,2-No,2-No,623,623,563,–,0,563,†,41.58,14.98
484380010836,VALLEY VIEW J J A E P,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
484386009554,VALLEY VIEW MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,258,258,134,–,22,156,†,14.6,17.67
484380007969,VALLEY VIEW NORTH EL,Texas,2-No,2-No,2-No,2-No,2-No,478,478,463,–,0,463,†,31.12,15.36
484380011283,VALLEY VIEW SOUTH EL,Texas,2-No,2-No,2-No,2-No,2-No,359,359,326,–,0,326,†,23.15,15.51
482364007324,VALLEY WEST EL,Texas,2-No,2-No,2-No,2-No,2-No,862,862,791,–,4,795,†,49.01,17.59
480146113593,VALOR SOUTH AUSTIN,TEXAS,2-No,2-No,2-No,2-No,2-No,459,459,75,–,41,116,†,25.41,18.06
484389004982,VAN ALSTYNE H S,Texas,1-Yes,2-No,2-No,2-No,2-No,484,484,85,–,27,112,484,31.52,15.36
484389004983,VAN ALSTYNE J H,Texas,2-No,2-No,2-No,2-No,2-No,568,568,129,–,24,153,†,32.7,17.37
483543004023,VAN BUREN EL,Texas,2-No,2-No,2-No,2-No,2-No,343,343,142,–,17,159,†,25.07,13.68
484392004985,VAN H S,Texas,1-Yes,2-No,2-No,2-No,2-No,768,768,284,–,57,341,768,52.01,14.77
481599001171,VAN HORN SCHOOL,Texas,1-Yes,2-No,2-No,2-No,2-No,378,378,258,–,36,294,99,32.15,11.76
484392012822,VAN INT,Texas,2-No,2-No,2-No,2-No,2-No,357,357,184,–,30,214,†,21.39,16.69
484392004986,VAN J H,Texas,2-No,2-No,2-No,2-No,2-No,356,356,170,–,23,193,†,23.09,15.42
484392011810,VAN MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,561,561,275,–,42,317,†,33.22,16.89
481071011292,VAN RAUB EL,Texas,2-No,2-No,2-No,2-No,2-No,768,768,65,–,3,68,†,43.77,17.55
484395004987,VAN VLECK EL,Texas,2-No,2-No,2-No,2-No,2-No,316,316,178,–,15,193,†,21.13,14.96
484395004988,VAN VLECK H S,Texas,1-Yes,2-No,2-No,2-No,2-No,318,318,136,–,22,158,318,30.23,10.52
482145008399,VAN ZANDT ALTERNATIVE EDUCATION PROG COOP,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
482145008069,VAN ZANDT CO YOUTH MULTI-SERVICE CTR,Texas,2-No,2-No,2-No,2-No,2-No,11,11,0,–,0,0,8,0.52,21.15
481970001866,VAN ZANDT-GUINN EL,Texas,2-No,2-No,2-No,2-No,2-No,521,521,501,–,3,504,†,36.08,14.44
480778000088,VANDAGRIFF EL,Texas,2-No,2-No,2-No,2-No,2-No,629,629,56,–,1,57,†,36.67,17.15
482703012156,VANDEGRIFT H S,Texas,1-Yes,2-No,2-No,2-No,2-No,2709,2709,150,–,38,188,2709,155.26,17.45
482001012858,VANDEVENTER MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,854,854,86,–,11,97,†,58.49,14.6
480019513536,VANGUARD BEETHOVEN,TEXAS,2-No,2-No,2-No,2-No,2-No,978,978,651,–,134,785,†,52.28,18.71
480019513037,VANGUARD MOZART,Texas,2-No,2-No,2-No,2-No,2-No,924,924,742,–,86,828,115,60.77,15.2
480019512828,VANGUARD PICASSO,Texas,2-No,2-No,2-No,2-No,2-No,585,585,413,–,69,482,†,31.47,18.59
480019508649,VANGUARD REMBRANDT,Texas,1-Yes,2-No,2-No,2-No,2-No,1693,1693,1178,–,231,1409,401,102.21,16.56
483039003421,VANSTON MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,903,903,652,–,90,742,0,59.77,15.11
480771013775,VARDEMAN EC/PK/K,TEXAS,2-No,2-No,2-No,2-No,2-No,744,744,660,–,27,687,†,39.86,18.67
480007307913,VARNETT CHARTER SCHOOL,Texas,2-No,2-No,2-No,2-No,2-No,571,571,442,–,22,464,†,24.56,23.25
482001013306,VAUGHN EL,TEXAS,2-No,2-No,2-No,2-No,2-No,598,598,22,–,2,24,†,39.2,15.26
484398004990,VEGA EL,Texas,2-No,2-No,2-No,2-No,2-No,140,140,40,–,3,43,†,12.02,11.65
484398004991,VEGA H S,Texas,1-Yes,2-No,2-No,2-No,2-No,136,136,29,–,0,29,136,17.97,7.57
484398013641,VEGA J H,TEXAS,2-No,2-No,2-No,2-No,2-No,104,104,28,–,8,36,†,10.02,10.38
481168000426,VELA MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,752,752,602,–,0,602,†,57.49,13.08
481119000594,VELASCO EL,Texas,2-No,2-No,2-No,2-No,2-No,616,616,485,–,45,530,†,44.78,13.76
482751003092,VELMA PENNY EL,Texas,2-No,2-No,2-No,2-No,2-No,469,469,202,–,34,236,†,31.07,15.09
482566015929,VENABLE VILLAGE EL,TEXAS,2-No,2-No,2-No,2-No,2-No,588,588,351,–,64,415,†,40.2,14.63
480870007066,VENTURE ALTER H S,Texas,1-Yes,2-No,2-No,2-No,2-No,329,329,206,–,16,222,329,33.95,9.69
484401004992,VENUS EL,Texas,2-No,2-No,2-No,2-No,2-No,656,656,418,–,57,475,†,42.01,15.62
484401004993,VENUS H S,Texas,1-Yes,2-No,2-No,2-No,2-No,580,580,348,–,70,418,580,42.29,13.71
484401017015,VENUS MIDDLE,TEXAS,2-No,2-No,2-No,2-No,2-No,555,555,375,–,48,423,†,33.95,16.35
484401008313,VENUS PRI,Texas,2-No,2-No,2-No,2-No,2-No,412,412,276,–,30,306,†,29.56,13.94
483237013537,VERAMENDI EL,TEXAS,2-No,2-No,2-No,2-No,2-No,785,785,226,–,26,252,†,40.26,19.5
484404011051,VERIBEST DAEP,Texas,2-No,2-No,2-No,2-No,2-No,2,2,†,–,†,†,2,–,†
484404004994,VERIBEST EL,Texas,2-No,2-No,2-No,2-No,2-No,151,151,49,–,12,61,†,11.09,13.62
484404007463,VERIBEST H S,Texas,1-Yes,2-No,2-No,2-No,2-No,131,131,33,–,14,47,87,12.8,10.23
481807008497,VERIBEST PPCD,Texas,2-No,2-No,2-No,2-No,2-No,1,1,0,–,0,0,†,–,†
481401009479,VERIBEST PPCD,Texas,2-No,2-No,2-No,2-No,2-No,3,3,†,–,†,†,†,–,†
483398009185,VERIBEST PPCD,Texas,2-No,2-No,2-No,2-No,2-No,4,4,†,–,†,†,†,–,†
483357009014,VERIBEST SPECIAL PROGRAMS,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
483738012298,VERIBEST SPECIAL PROGRAMS,Texas,2-No,2-No,2-No,2-No,2-No,1,1,†,–,†,†,†,–,†
481168005416,VERMILLION ROAD EL,Texas,2-No,2-No,2-No,2-No,2-No,781,781,724,–,0,724,†,45.11,17.31
482034016969,VERNAL LISTER EL,TEXAS,2-No,2-No,2-No,2-No,2-No,424,424,237,–,47,284,†,29.59,14.33
484411004998,VERNON H S,Texas,1-Yes,2-No,2-No,2-No,2-No,552,552,281,–,39,320,552,36.22,15.24
482253002290,VERNON MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,624,624,562,–,0,562,†,50.89,12.26
484411004999,VERNON MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,466,466,262,–,55,317,†,34.36,13.56
482034007858,VERNON SCHRADE MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,1063,1063,461,–,77,538,†,65.53,16.22
481970001922,VERSIA WILLIAMS EL,Texas,2-No,2-No,2-No,2-No,2-No,414,414,395,–,2,397,†,27.79,14.9
482247002271,VESTAL EL,Texas,2-No,2-No,2-No,2-No,2-No,429,429,398,–,0,398,†,26.05,16.47
482410013156,VETERANS HILL EL,TEXAS,2-No,2-No,2-No,2-No,2-No,738,738,258,–,91,349,†,51,14.47
481168012029,VETERANS MEMORIAL EARLY COLLEGE H S,Texas,1-Yes,2-No,2-No,2-No,2-No,1988,1988,1199,–,0,1199,1988,137.05,14.51
483774012938,VETERANS MEMORIAL EL,Texas,2-No,2-No,2-No,2-No,2-No,565,565,525,–,0,525,†,39.25,14.39
484365013304,VETERANS MEMORIAL EL,TEXAS,2-No,2-No,2-No,2-No,2-No,855,855,775,–,0,775,†,49.03,17.44
481527013128,VETERANS MEMORIAL H S,TEXAS,1-Yes,2-No,2-No,2-No,2-No,2280,2280,604,–,0,604,2280,117.74,19.36
483104006997,VETERANS MEMORIAL H S,Texas,1-Yes,2-No,2-No,2-No,2-No,1827,1827,1473,–,0,1473,1827,124.74,14.65
482499012976,VETERANS MEMORIAL H S,Texas,1-Yes,2-No,2-No,2-No,2-No,1333,1333,495,–,134,629,1333,93.46,14.26
481739008842,VETERANS MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,890,890,822,–,0,822,†,73.86,12.05
483714011327,VETERANS MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,889,889,777,–,0,777,†,70.96,12.53
483808005588,VIC ROBERTSON EL,Texas,2-No,2-No,2-No,2-No,2-No,438,438,262,–,51,313,†,36.69,11.94
484415005018,VICKERS EL,Texas,2-No,2-No,2-No,2-No,2-No,559,559,197,–,37,234,†,33.03,16.92
481623001275,VICTOR H HEXTER EL,Texas,2-No,2-No,2-No,2-No,2-No,557,557,290,–,0,290,†,34.12,16.32
484415012267,VICTORIA EAST H S,Texas,1-Yes,2-No,2-No,2-No,2-No,1886,1886,938,–,116,1054,1886,123.98,15.21
481168000669,VICTORIA HEIGHTS EL,Texas,2-No,2-No,2-No,2-No,2-No,311,311,305,–,0,305,†,20.74,15
484415008072,VICTORIA REGIONAL JUVENILE JUSTICE CENTER,Texas,1-Yes,2-No,2-No,2-No,2-No,35,35,32,–,0,32,30,5.36,6.53
482115011481,VICTORIA WALKER EL,Texas,2-No,2-No,2-No,2-No,2-No,849,849,381,–,53,434,†,46.81,18.14
484415012281,VICTORIA WEST H S,Texas,1-Yes,2-No,2-No,2-No,2-No,1761,1761,835,–,90,925,1761,126.65,13.9
480771011879,VICTORY EARLY COLLEGE H S,Texas,1-Yes,2-No,2-No,2-No,2-No,399,399,280,–,41,321,399,19.85,20.1
481428009247,VICTORY LAKES INT,Texas,2-No,2-No,2-No,2-No,2-No,1126,1126,186,–,0,186,†,59.45,18.94
481521008527,VICTORY PLACE AT COPPELL,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
482364013480,VICTORY PREPARATORY ACADEMY SOUTH,TEXAS,–,–,–,–,–,†,†,†,†,†,†,†,†,†
483486009300,VIDA N CLOVER EL,Texas,2-No,2-No,2-No,2-No,2-No,566,566,535,–,0,535,†,35,16.17
484416005024,VIDOR EL,Texas,2-No,2-No,2-No,2-No,2-No,643,643,459,–,0,459,†,45.54,14.12
484416005025,VIDOR H S,Texas,1-Yes,2-No,2-No,2-No,2-No,1239,1239,567,–,0,567,1239,90.54,13.68
484416005026,VIDOR J H,Texas,2-No,2-No,2-No,2-No,2-No,676,676,345,–,0,345,0,50.33,13.43
484416005932,VIDOR MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,694,694,389,–,0,389,†,48.25,14.38
481168000670,VILLA NUEVA EL,Texas,2-No,2-No,2-No,2-No,2-No,472,472,413,–,0,413,†,30.67,15.39
482060008084,VILLAGE EL,Texas,2-No,2-No,2-No,2-No,2-No,536,536,197,–,28,225,†,38,14.11
480143613030,VILLAGE TECH SCHOOLS,Texas,1-Yes,2-No,2-No,2-No,2-No,1115,1115,351,–,102,453,233,62.02,17.98
482829003165,VILLAREAL EL,Texas,2-No,2-No,2-No,2-No,2-No,391,391,319,–,0,319,†,24.36,16.05
483312003696,VILLARREAL EL,Texas,2-No,2-No,2-No,2-No,2-No,689,689,563,–,3,566,†,53.39,12.91
481818008289,VILLARREAL EL,Texas,2-No,2-No,2-No,2-No,2-No,589,589,545,–,0,545,†,37.36,15.77
480967017011,VINCENT MIDDLE,TEXAS,2-No,2-No,2-No,2-No,2-No,553,553,434,–,38,472,†,38.42,14.39
480771008261,VINES EC/PK/K,Texas,2-No,2-No,2-No,2-No,2-No,628,628,597,–,11,608,†,35.87,17.51
483510003974,VINES H S,Texas,2-No,2-No,2-No,2-No,2-No,1026,1026,298,–,47,345,1026,69.4,14.78
483294012657,VINEYARD RANCH EL,Texas,2-No,2-No,2-No,2-No,2-No,825,825,110,–,18,128,†,51.59,15.99
481473012061,VINTAGE OAKS AREA EL,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
481359000852,VIOLA COBB EL,Texas,2-No,2-No,2-No,2-No,2-No,437,437,355,–,0,355,†,28.52,15.32
483057006756,VIOLA M COLEMAN H S,Texas,1-Yes,2-No,2-No,2-No,2-No,153,153,92,–,3,95,150,15.03,10.18
482637006877,VIRGINIA ALLRED STACEY JR/SR H S,Texas,1-Yes,2-No,2-No,2-No,2-No,407,407,32,–,35,67,186,36.84,11.05
483765006165,VIRGINIA REINHARDT EL,Texas,2-No,2-No,2-No,2-No,2-No,572,572,109,–,32,141,†,36.27,15.77
482406012960,VIRIDIAN EL,Texas,2-No,2-No,2-No,2-No,2-No,869,869,215,–,37,252,†,50.67,17.15
481818012377,VISION ACADEMY OF EXCELLENCE,Texas,1-Yes,2-No,2-No,2-No,2-No,0,0,–,–,–,–,0,1,0.00
480016312790,VISTA ACADEMY OF AUSTIN-MUELLER,Texas,2-No,2-No,2-No,2-No,2-No,163,163,101,–,1,102,†,14.5,11.24
480016312821,VISTA ACADEMY OF BEAUMONT,Texas,2-No,2-No,2-No,2-No,2-No,168,168,75,–,2,77,†,12.43,13.52
480016312827,VISTA ACADEMY OF CROCKETT,Texas,2-No,2-No,2-No,2-No,2-No,151,151,86,–,0,86,†,12,12.58
480016312800,VISTA ACADEMY OF EDINBURG,Texas,2-No,2-No,2-No,2-No,2-No,165,165,165,–,0,165,†,15,11
480016312215,VISTA ACADEMY OF GARLAND,Texas,2-No,2-No,2-No,2-No,2-No,248,248,188,–,19,207,†,21.88,11.33
480016312923,VISTA ACADEMY OF HUMBLE,Texas,2-No,2-No,2-No,2-No,2-No,313,313,220,–,0,220,†,21,14.9
480016308127,VISTA ACADEMY OF HUNTSVILLE,Texas,2-No,2-No,2-No,2-No,2-No,300,300,199,–,0,199,†,18.87,15.9
480016312345,VISTA ACADEMY OF JASPER,Texas,2-No,2-No,2-No,2-No,2-No,98,98,56,–,0,56,†,5.74,17.07
480016313028,VISTA ACADEMY OF PASADENA,Texas,2-No,2-No,2-No,2-No,2-No,166,166,108,–,0,108,†,14.88,11.16
480016312909,VISTA ACADEMY OF THE WOODLANDS,Texas,2-No,2-No,2-No,2-No,2-No,387,387,150,–,2,152,†,24.5,15.8
480016312179,VISTA ACADEMY OF WILLIS,Texas,2-No,2-No,2-No,2-No,2-No,152,152,64,–,18,82,†,12,12.67
480139412121,VISTA DEL FUTURO CHARTER SCHOOL,Texas,2-No,2-No,2-No,2-No,2-No,368,368,170,–,53,223,†,16.85,21.84
484071005924,VISTA DEL SOL EL,Texas,2-No,2-No,2-No,2-No,2-No,509,509,428,–,0,428,†,32.95,15.45
484668005345,VISTA HILLS EL,Texas,2-No,2-No,2-No,2-No,2-No,654,654,426,–,78,504,†,40.56,16.12
482703009436,VISTA RIDGE H S,Texas,1-Yes,2-No,2-No,2-No,2-No,2384,2384,330,–,82,412,2384,151.46,15.74
482526013312,VISTA RIDGE MIDDLE,TEXAS,2-No,2-No,2-No,2-No,2-No,500,500,187,–,35,222,†,37.9,13.19
482574011462,VISTAS H S,Texas,1-Yes,2-No,2-No,2-No,2-No,0,0,–,–,–,–,0,0.45,0.00
483176003537,VIVIAN FOWLER EL,Texas,2-No,2-No,2-No,2-No,2-No,428,428,357,–,0,357,†,35.43,12.08
483969021275,VOGEL EL,Texas,2-No,2-No,2-No,2-No,2-No,405,405,258,–,20,278,†,27.01,14.99
481500008991,VOGEL INT,Texas,2-No,2-No,2-No,2-No,2-No,1088,1088,400,–,77,477,†,65.93,16.5
483237013532,VOSS FARMS EL,TEXAS,2-No,2-No,2-No,2-No,2-No,630,630,208,–,32,240,†,36.82,17.11
481071013741,VOSS MIDDLE,TEXAS,–,–,–,–,–,†,†,†,†,†,†,†,†,†
484425005027,VYSEHRAD EL,Texas,2-No,2-No,2-No,2-No,2-No,126,126,52,–,3,55,†,11.14,11.31
481623001213,W A BLAIR EL,Texas,2-No,2-No,2-No,2-No,2-No,590,590,569,–,0,569,†,38,15.53
480858000227,W A KIEBERGER EL,Texas,2-No,2-No,2-No,2-No,2-No,235,235,183,–,0,183,†,15.73,14.94
481551001122,W A MARTIN EL,Texas,2-No,2-No,2-No,2-No,2-No,545,545,315,–,31,346,†,33.87,16.09
481023000502,W A PORTER EL,Texas,2-No,2-No,2-No,2-No,2-No,548,548,93,–,16,109,†,40.3,13.6
481739012877,W A TODD MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,722,722,673,–,0,673,†,74.44,9.7
483219012965,W B BIZZELL ACADEMY,Texas,1-Yes,2-No,2-No,2-No,2-No,25,25,17,–,0,17,25,2,12.5
482604002926,W B GREEN J H,Texas,2-No,2-No,2-No,2-No,2-No,506,506,423,–,0,423,†,37.01,13.67
482022008744,W E CHALMERS EL,Texas,2-No,2-No,2-No,2-No,2-No,695,695,502,–,53,555,†,41.85,16.61
481623001266,W E GREINER EXPLORATORY ARTS ACADEMY,Texas,2-No,2-No,2-No,2-No,2-No,1796,1796,1383,–,0,1383,†,108.99,16.48
480920005445,W E HOOVER EL,Texas,2-No,2-No,2-No,2-No,2-No,446,446,230,–,19,249,†,27.13,16.44
480789005842,W E PETE FORD MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,925,925,189,–,34,223,†,55.89,16.55
482426002704,W F GEORGE MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,423,423,132,–,30,162,†,28.5,14.84
482379008687,W F PEAVY PRI,Texas,2-No,2-No,2-No,2-No,2-No,760,760,420,–,45,465,†,44.89,16.93
481623001206,W H ADAMSON H S,Texas,1-Yes,2-No,2-No,2-No,2-No,1620,1620,1516,–,0,1516,1620,94.44,17.15
482379006865,W H BONNER EL,Texas,2-No,2-No,2-No,2-No,2-No,641,641,329,–,30,359,†,42.89,14.95
484245004840,W H BURNETT EL,Texas,2-No,2-No,2-No,2-No,2-No,377,377,356,–,0,356,†,19.13,19.71
481623001261,W H GASTON MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,939,939,877,–,0,877,†,63,14.9
481970001921,W J TURNER EL,Texas,2-No,2-No,2-No,2-No,2-No,433,433,418,–,0,418,†,31,13.97
483301006768,W L HIGGINS EL,Texas,2-No,2-No,2-No,2-No,2-No,308,308,179,–,19,198,†,23.11,13.33
481365005767,W L KISSAM EL,Texas,2-No,2-No,2-No,2-No,2-No,713,713,558,–,40,598,†,52.95,13.47
484590011830,W LLOYD MEADOR EL,Texas,2-No,2-No,2-No,2-No,2-No,733,733,414,–,36,450,†,44,16.66
481970001864,W M GREEN EL,Texas,2-No,2-No,2-No,2-No,2-No,756,756,722,–,1,723,†,46.37,16.3
484092004654,W M PEARCE PRI,Texas,2-No,2-No,2-No,2-No,2-No,463,463,388,–,1,389,†,31.03,14.92
483822011002,W R (BILL) FORT EL,Texas,2-No,2-No,2-No,2-No,2-No,569,569,189,–,35,224,†,44.2,12.87
483318007876,W R HATFIELD EL,Texas,2-No,2-No,2-No,2-No,2-No,383,383,82,–,14,96,†,30.3,12.64
481323000825,W S PERMENTER MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,800,800,510,–,81,591,†,47.92,16.69
481023000503,W T FRANCISCO EL,Texas,2-No,2-No,2-No,2-No,2-No,370,370,246,–,35,281,†,26.29,14.07
481623001383,W T WHITE H S,Texas,1-Yes,2-No,2-No,2-No,2-No,2207,2207,1543,–,0,1543,2207,127.81,17.27
484332004917,W V SWINBURN EL,Texas,2-No,2-No,2-No,2-No,2-No,258,258,197,–,20,217,†,17.18,15.02
481623001224,W W BUSHMAN EL,Texas,2-No,2-No,2-No,2-No,2-No,423,423,422,–,0,422,†,28,15.11
481623001379,W W SAMUELL H S,Texas,1-Yes,2-No,2-No,2-No,2-No,1942,1942,1779,–,0,1779,1942,122.1,15.9
480002407392,WACO CHARTER SCHOOL,Texas,2-No,2-No,2-No,2-No,2-No,212,212,207,–,0,207,†,12.39,17.11
480915006358,WACO CTR FOR YOUTH,Texas,1-Yes,2-No,2-No,2-No,2-No,69,69,66,–,0,66,45,9.38,7.36
484428005054,WACO H S,Texas,1-Yes,2-No,2-No,2-No,2-No,2053,2053,1499,–,0,1499,2053,132.62,15.48
484431005063,WAELDER SCHOOL,Texas,1-Yes,2-No,2-No,2-No,2-No,317,317,291,–,0,291,73,30,10.57
484248013224,WAGGONER CREEK EL,TEXAS,2-No,2-No,2-No,2-No,2-No,323,323,112,–,30,142,†,20.85,15.49
482364002602,WAINWRIGHT EL,Texas,2-No,2-No,2-No,2-No,2-No,520,520,480,–,1,481,†,36,14.44
484248004855,WAKE VILLAGE EL,Texas,2-No,2-No,2-No,2-No,2-No,615,615,498,–,12,510,†,45.74,13.45
484008004551,WAKEFIELD EL,Texas,2-No,2-No,2-No,2-No,2-No,308,308,181,–,8,189,†,26,11.85
482001010494,WAKELAND H S,Texas,1-Yes,2-No,2-No,2-No,2-No,2064,2064,82,–,23,105,2064,129.3,15.96
484437005066,WALCOTT EL,Texas,2-No,2-No,2-No,2-No,2-No,146,146,69,–,20,89,†,9.88,14.78
481023011015,WALKER CREEK EL,Texas,2-No,2-No,2-No,2-No,2-No,562,562,125,–,22,147,†,35.94,15.64
481611008810,WALKER EL,Texas,2-No,2-No,2-No,2-No,2-No,943,943,654,–,80,734,†,58.76,16.05
483117003506,WALKER J H,Texas,2-No,2-No,2-No,2-No,2-No,349,349,139,–,27,166,†,19.59,17.82
481965000985,WALKER STATION EL,Texas,2-No,2-No,2-No,2-No,2-No,834,834,95,–,14,109,†,48.13,17.33
