School ID - NCES Assigned [Public School] Latest available year,School Name,State Name [Public School] Latest available year,Grade 12 offered [Public School] 2018-19,Grade 13 Offered [Public School] 2018-19,Ungraded offered [Public School] 2018-19,Adult Education Offered [Public School] 2018-19,No Grades Offered [Public School] 2018-19,Total Students All Grades (Excludes AE) [Public School] 2018-19,Total Students All Grades (Includes AE) [Public School] 2018-19,Free Lunch Eligible [Public School] 2018-19,Direct Certification [Public School] 2018-19,Reduced-price Lunch Eligible Students [Public School] 2018-19,Free and Reduced Lunch Students [Public School] 2018-19,Grades 9-12 Students [Public School] 2018-19,Full-Time Equivalent (FTE) Teachers [Public School] 2018-19,Pupil/Teacher Ratio [Public School] 2018-19
483890009518,DEL RIO MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,1537,1537,1103,–,0,1103,†,84.13,18.27
484668012245,DEL VALLE EL,Texas,2-No,2-No,2-No,2-No,2-No,439,439,397,–,0,397,†,35.07,12.52
481662009413,DEL VALLE EL,Texas,2-No,2-No,2-No,2-No,2-No,639,639,459,–,91,550,†,44.29,14.43
481662001424,DEL VALLE H S,Texas,1-Yes,2-No,2-No,2-No,2-No,3135,3135,2027,–,306,2333,3135,196.53,15.95
484668006496,DEL VALLE H S,Texas,1-Yes,2-No,2-No,2-No,2-No,2060,2060,1511,–,186,1697,2060,130.58,15.78
481662001425,DEL VALLE MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,884,884,616,–,101,717,†,64.93,13.61
484668013217,DEL VALLE MIDDLE,TEXAS,2-No,2-No,2-No,2-No,2-No,1308,1308,1161,–,0,1161,†,82.91,15.78
481662021529,DEL VALLE OPPORTUNITY CTR,Texas,1-Yes,2-No,2-No,2-No,2-No,172,172,140,–,11,151,172,40.04,4.3
482730006978,DELAY MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,1016,1016,808,–,85,893,0,75.3,13.49
483483009411,DELCO PRI,Texas,2-No,2-No,2-No,2-No,2-No,597,597,448,–,42,490,†,44,13.57
483774013779,DELIA GONZALEZ GARCIA EL,TEXAS,2-No,2-No,2-No,2-No,2-No,530,530,468,–,0,468,†,33.48,15.83
480894013004,DELL CHILDREN'S MEDICAL CENTER,Texas,2-No,2-No,2-No,2-No,2-No,1,1,0,–,0,0,†,–,†
481665001429,DELL CITY SCHOOL,Texas,1-Yes,2-No,2-No,2-No,2-No,72,72,54,–,6,60,25,10.55,6.82
482060007489,DELL PICKETT EL,Texas,2-No,2-No,2-No,2-No,2-No,330,330,123,–,31,154,†,31.21,10.57
482892011028,DELLA ICENHOWER INT,Texas,2-No,2-No,2-No,2-No,2-No,861,861,407,–,83,490,†,54.92,15.68
483294003634,DELLVIEW EL,Texas,2-No,2-No,2-No,2-No,2-No,362,362,294,–,8,302,†,25.89,13.98
484122007337,DELORAS E THOMPSON EL,Texas,2-No,2-No,2-No,2-No,2-No,641,641,443,–,63,506,†,41.57,15.42
481830003812,DELTA ACADEMY,Texas,1-Yes,2-No,2-No,2-No,2-No,65,65,39,–,0,39,55,20,3.25
481773001541,DENA KELSO GRAVES EL,Texas,2-No,2-No,2-No,2-No,2-No,502,502,389,–,9,398,†,32,15.69
481671001433,DENISON H S,Texas,1-Yes,2-No,2-No,2-No,2-No,1321,1321,658,–,92,750,1321,95.39,13.85
480016313181,DENTON CLASSICAL ACADEMY,TEXAS,2-No,2-No,2-No,2-No,2-No,162,162,38,–,3,41,†,14.94,10.84
482772008202,DENTON CO J J A E P,Texas,1-Yes,2-No,2-No,2-No,2-No,3,3,†,–,†,†,3,–,†
483318008535,DENTON CO J J A E P,Texas,2-No,2-No,2-No,2-No,2-No,2,2,0,–,0,0,2,–,†
482598009212,DENTON CO J J A E P,Texas,1-Yes,2-No,2-No,2-No,2-No,2,2,0,–,0,0,2,–,†
482643008201,DENTON CO J J A E P,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
481674007581,DENTON CO J J A E P,Texas,2-No,2-No,2-No,2-No,2-No,2,2,0,–,0,0,2,–,†
483531008534,DENTON CO J J A E P,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
482730007865,DENTON CO J J A E P,Texas,1-Yes,2-No,2-No,2-No,2-No,11,11,3,–,0,3,10,8,1.38
483492010620,DENTON CO J J A E P,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
483918010623,DENTON CO J J A E P,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
480891010621,DENTON CO J J A E P,Texas,2-No,2-No,2-No,2-No,2-No,1,1,0,–,0,0,1,–,†
480867011206,DENTON CO J J A E P,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
484386012471,DENTON COUNTY JJAEP,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
481305008510,DENTON COUNTY JJAEP CFB CAMPUS,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
483318003773,DENTON CREEK,Texas,1-Yes,2-No,2-No,2-No,2-No,25,25,0,–,0,0,25,3,8.33
481521007863,DENTON CREEK EL,Texas,2-No,2-No,2-No,2-No,2-No,473,473,53,–,10,63,†,31.86,14.85
481674000657,DENTON H S,Texas,1-Yes,2-No,2-No,2-No,2-No,2005,2005,865,–,138,1003,2005,147.82,13.56
481677001456,DENVER CITY H S,Texas,1-Yes,2-No,2-No,2-No,2-No,484,484,165,–,23,188,484,41.04,11.79
484578009094,DENVER CTR,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
480007111351,DEPELCHIN-RICHMOND,Texas,2-No,2-No,2-No,2-No,2-No,14,14,11,–,0,11,†,2,7
483574004047,DEPORT EL,Texas,2-No,2-No,2-No,2-No,2-No,145,145,92,–,11,103,†,12.31,11.78
483540003999,DEQUEEN EL,Texas,2-No,2-No,2-No,2-No,2-No,305,305,258,–,5,263,†,24.16,12.62
481500010966,DERETCHIN EL,Texas,2-No,2-No,2-No,2-No,2-No,912,912,66,–,15,81,†,52.56,17.35
483525003987,DERRY EL,Texas,2-No,2-No,2-No,2-No,2-No,613,613,528,–,0,528,†,33.84,18.11
481443006525,DESERT HILLS EL,Texas,2-No,2-No,2-No,2-No,2-No,1032,1032,811,–,0,811,†,53.5,19.29
484668005827,DESERT VIEW MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,348,348,213,–,43,256,†,23.28,14.95
484071009548,DESERT WIND EL,Texas,2-No,2-No,2-No,2-No,2-No,894,894,772,–,0,772,0,59.52,15.02
484668021024,DESERTAIRE EL,Texas,2-No,2-No,2-No,2-No,2-No,829,829,538,–,123,661,†,51.54,16.08
481686013373,DESOTO ALTERNATIVE EDUCATION CENTER (DAEP),TEXAS,1-Yes,2-No,2-No,2-No,2-No,11,11,6,–,2,8,8,7.7,1.43
481686001461,DESOTO EAST MIDDLE (ISTEAM),Texas,2-No,2-No,2-No,2-No,2-No,577,577,441,–,48,489,†,42.92,13.44
481686001459,DESOTO H S & ISTEAM3D,Texas,1-Yes,2-No,2-No,2-No,2-No,3102,3102,1874,–,191,2065,3102,202.2,15.34
481686006396,DESOTO WEST MIDDLE (ISTEAM),Texas,2-No,2-No,2-No,2-No,2-No,721,721,441,–,57,498,†,50.08,14.4
483483006463,DESSAU EL,Texas,2-No,2-No,2-No,2-No,2-No,542,542,401,–,59,460,†,40.85,13.27
483483008942,DESSAU MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,847,847,585,–,97,682,†,71,11.93
481970005469,DETENT CTR,Texas,1-Yes,2-No,2-No,2-No,2-No,75,75,51,–,0,51,59,6,12.5
481689001464,DETROIT EL,Texas,2-No,2-No,2-No,2-No,2-No,270,270,160,–,15,175,†,24,11.25
481689001465,DETROIT H S,Texas,1-Yes,2-No,2-No,2-No,2-No,168,168,63,–,20,83,168,18.78,8.95
481689007058,DETROIT J H,Texas,2-No,2-No,2-No,2-No,2-No,104,104,54,–,11,65,†,9.86,10.55
483042007028,DEVELOPMENTAL CTR,Texas,1-Yes,2-No,2-No,2-No,2-No,23,23,23,–,0,23,19,7.47,3.08
481692011295,DEVERS AEP,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
481692001467,DEVERS EL,Texas,2-No,2-No,2-No,2-No,2-No,126,126,53,–,9,62,†,8.58,14.69
481692010885,DEVERS JH,Texas,2-No,2-No,2-No,2-No,2-No,50,50,18,–,5,23,†,5.29,9.45
481695012708,DEVINE DAEP SCHOOL,Texas,1-Yes,2-No,2-No,2-No,2-No,4,4,0,–,0,0,2,0.87,4.6
481695001469,DEVINE H S,Texas,1-Yes,2-No,2-No,2-No,2-No,566,566,243,–,34,277,566,42.51,13.31
481695006846,DEVINE INTERMEDIATE SCHOOL,Texas,2-No,2-No,2-No,2-No,2-No,448,448,228,–,33,261,†,28.88,15.51
481695001470,DEVINE MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,455,455,230,–,38,268,†,29.95,15.19
480828000196,DEVONIAN EL,Texas,2-No,2-No,2-No,2-No,2-No,609,609,237,–,17,254,†,40.2,15.15
481698001471,DEW EL,Texas,2-No,2-No,2-No,2-No,2-No,155,155,76,–,20,96,†,16,9.69
481701001472,DEWEYVILLE EL,Texas,2-No,2-No,2-No,2-No,2-No,274,274,177,–,0,177,†,21.1,12.99
481701001473,DEWEYVILLE H S,Texas,1-Yes,2-No,2-No,2-No,2-No,305,305,158,–,0,158,186,28.61,10.66
483897006322,DEZAVALA EL,Texas,2-No,2-No,2-No,2-No,2-No,567,567,467,–,0,467,†,46.79,12.12
481970001850,DIAMOND HILL EL,Texas,2-No,2-No,2-No,2-No,2-No,661,661,630,–,0,630,†,39,16.95
481970001851,DIAMOND HILL-JARVIS H S,Texas,1-Yes,2-No,2-No,2-No,2-No,983,983,941,–,3,944,983,71.41,13.77
482517005753,DIANE WINBORN EL,Texas,2-No,2-No,2-No,2-No,2-No,695,695,301,–,41,342,†,52.96,13.12
482310005488,DIAZ J H,Texas,2-No,2-No,2-No,2-No,2-No,637,637,582,–,0,582,†,47.17,13.5
482613007356,DIAZ-VILLARREAL EL,Texas,2-No,2-No,2-No,2-No,2-No,590,590,566,–,0,566,†,37.76,15.63
481704001475,DIBOLL H S,Texas,1-Yes,2-No,2-No,2-No,2-No,499,499,316,–,37,353,499,36.6,13.63
481704001476,DIBOLL J H,Texas,2-No,2-No,2-No,2-No,2-No,429,429,290,–,30,320,†,35.69,12.02
481704006683,DIBOLL PRI,Texas,2-No,2-No,2-No,2-No,2-No,173,173,170,–,0,170,†,12,14.42
481707012520,DICKINSON CONTINUATION CENTER,Texas,1-Yes,2-No,2-No,2-No,2-No,69,69,43,–,4,47,58,5.29,13.04
481707001477,DICKINSON H S,Texas,1-Yes,2-No,2-No,2-No,2-No,3006,3006,1631,–,177,1808,3006,186.06,16.16
482142002143,DIGITAL ARTS & TECHNOLOGY ACADEMY AT ADAMS MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,733,733,584,–,50,634,†,52.08,14.07
481710001482,DILLEY EL,Texas,2-No,2-No,2-No,2-No,2-No,479,479,415,–,0,415,†,31.18,15.36
481710001483,DILLEY H S,Texas,1-Yes,2-No,2-No,2-No,2-No,294,294,214,–,0,214,294,25.68,11.45
484008021264,DILLINGHAM INT,Texas,2-No,2-No,2-No,2-No,2-No,1161,1161,724,–,82,806,†,76.51,15.17
483189003549,DILLMAN EL,Texas,2-No,2-No,2-No,2-No,2-No,393,393,318,–,24,342,†,28.56,13.76
481713001486,DIME BOX SCHOOL,Texas,1-Yes,2-No,2-No,2-No,2-No,153,153,108,–,6,114,47,17,9
481716001487,DIMMITT H S,Texas,1-Yes,2-No,2-No,2-No,2-No,337,337,220,–,0,220,337,37.95,8.88
481716001488,DIMMITT MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,255,255,196,–,0,196,†,27.26,9.35
481437007381,DISCIPLINARY ALTERNATIVE EDUCATION PROGRAM,Texas,1-Yes,2-No,2-No,2-No,2-No,42,42,38,–,0,38,22,5,8.4
480819013185,DISCIPLINARY ALTERNATIVE EDUCATION PROGRAM,TEXAS,2-No,2-No,2-No,2-No,2-No,4,4,†,–,†,†,2,1,4
481179007816,DISCIPLINARY ALTERNATIVE EDUCATIONAL PROGAM (DAEP),Texas,1-Yes,2-No,2-No,2-No,2-No,73,73,63,–,2,65,45,10.11,7.22
483237009177,DISCIPLINE ALTERNATIVE EDUCATION PLACEMENT,Texas,1-Yes,2-No,2-No,2-No,2-No,0,0,–,–,–,–,0,2,0.00
484110010793,DISCIPLINE ALTERNATIVE EDUCATION PROGRAM,Texas,1-Yes,2-No,2-No,2-No,2-No,0,0,–,–,–,–,0,1,0.00
480855000221,DISCOVERY LEARNING CENTER,Texas,2-No,2-No,2-No,2-No,2-No,82,82,56,–,15,71,†,5.17,15.86
480012511234,DISCOVERY MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,321,321,268,–,16,284,†,18.47,17.38
480967007977,DISHMAN EL,Texas,2-No,2-No,2-No,2-No,2-No,577,577,413,–,41,454,†,33.74,17.1
482253002282,DISHMAN EL,Texas,2-No,2-No,2-No,2-No,2-No,346,346,334,–,0,334,†,23.79,14.54
481371010388,DISTRICT REASSIGNMENT & OPPORTUNITY CENTER,Texas,2-No,2-No,2-No,2-No,2-No,1,1,†,–,†,†,†,0.50,2
481970009046,DISTRICT WIDE EL,Texas,–,–,–,–,–,†,†,†,†,†,†,†,†,†
480870000241,DITTO EL,Texas,2-No,2-No,2-No,2-No,2-No,716,716,198,–,39,237,†,43.64,16.41
481719001490,DIVIDE EL,Texas,2-No,2-No,2-No,2-No,2-No,21,21,0,–,0,0,†,1.92,10.94
484347004932,DIXIE EL,Texas,2-No,2-No,2-No,2-No,2-No,606,606,536,–,0,536,†,40.46,14.98
483432003821,DOBIE H S,Texas,1-Yes,2-No,2-No,2-No,2-No,3782,3782,2394,–,428,2822,3782,242.93,15.57
483948007898,DOBIE J H,Texas,2-No,2-No,2-No,2-No,2-No,1255,1255,257,–,65,322,†,62.87,19.96
480894000313,DOBIE MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,555,555,502,–,22,524,†,45.91,12.09
480894012846,DOBIE PK CENTER,Texas,2-No,2-No,2-No,2-No,2-No,217,217,212,–,0,212,†,13,16.69
483702004130,DOBIE PRI,Texas,2-No,2-No,2-No,2-No,2-No,494,494,457,–,0,457,†,30.24,16.34
481728001494,DODD CITY SCHOOL,Texas,1-Yes,2-No,2-No,2-No,2-No,384,384,112,–,44,156,106,30.48,12.6
484653008154,DODD EL,Texas,2-No,2-No,2-No,2-No,2-No,577,577,137,–,26,163,†,36.54,15.79
481677013130,DODSON PRI,TEXAS,2-No,2-No,2-No,2-No,2-No,428,428,244,–,38,282,†,27.58,15.52
482574006006,DOERRE INT,Texas,2-No,2-No,2-No,2-No,2-No,1361,1361,215,–,44,259,†,81.41,16.72
482364002439,DOGAN EL,Texas,2-No,2-No,2-No,2-No,2-No,610,610,604,–,6,610,†,35.19,17.33
483240013442,DOGWOOD EL,TEXAS,2-No,2-No,2-No,2-No,2-No,696,696,592,–,20,612,†,45.13,15.42
481970011018,DOLORES HUERTA EL,Texas,2-No,2-No,2-No,2-No,2-No,571,571,549,–,0,549,†,37.44,15.25
483060013079,DOLORES MCCLATCHEY EL,TEXAS,2-No,2-No,2-No,2-No,2-No,635,635,59,–,11,70,†,38.08,16.68
484668005313,DOLPHIN TERRACE EL,Texas,2-No,2-No,2-No,2-No,2-No,592,592,459,–,39,498,†,39.22,15.09
482613012498,DOMINGO TREVINO MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,755,755,739,–,0,739,0,54.96,13.74
482658013552,DON CARTER EL,TEXAS,2-No,2-No,2-No,2-No,2-No,670,670,154,–,29,183,†,41.25,16.24
480809008452,DON JETER EL,Texas,2-No,2-No,2-No,2-No,2-No,884,884,539,–,57,596,†,55.82,15.84
482679003011,DON JOSE GALLEGO,Texas,2-No,2-No,2-No,2-No,2-No,747,747,728,–,0,728,†,42.77,17.47
480778012586,DON R DANIEL NINTH GRADE CAMPUS,Texas,2-No,2-No,2-No,2-No,2-No,466,466,47,–,9,56,466,28.72,16.23
481302007448,DON T DURHAM INT,Texas,2-No,2-No,2-No,2-No,2-No,749,749,11,–,0,11,†,43.98,17.03
484653011373,DON WHITT EL,Texas,2-No,2-No,2-No,2-No,2-No,664,664,79,–,13,92,†,42.38,15.67
482730006746,DONALD EL,Texas,2-No,2-No,2-No,2-No,2-No,573,573,48,–,7,55,†,41.48,13.81
481500013348,DONALD J STOCKTON JH,TEXAS,–,–,–,–,–,†,†,†,†,†,†,†,†,†
481965013337,DONALD LEONETTI EL,TEXAS,2-No,2-No,2-No,2-No,2-No,633,633,67,–,9,76,†,39.98,15.83
481739009541,DONNA ALTERNATIVE EDUCATION PROGRAM,Texas,1-Yes,2-No,2-No,2-No,2-No,0,0,–,–,–,–,0,14.64,0.00
481739001497,DONNA H S,Texas,1-Yes,2-No,2-No,2-No,2-No,2046,2046,1848,–,0,1848,2046,152.31,13.43
484122010792,DONNA LEWIS EL,Texas,2-No,2-No,2-No,2-No,2-No,670,670,504,–,75,579,†,40.87,16.39
481739012761,DONNA NORTH H S,Texas,1-Yes,2-No,2-No,2-No,2-No,2180,2180,2096,–,0,2096,2180,151.45,14.39
482406002668,DONNA PARK,Texas,2-No,2-No,2-No,2-No,2-No,512,512,300,–,43,343,†,32.7,15.66
482892009052,DONNA SHEPARD INT,Texas,2-No,2-No,2-No,2-No,2-No,891,891,428,–,43,471,†,57.09,15.61
483993011430,DONNA WERNECKE EL,Texas,2-No,2-No,2-No,2-No,2-No,769,769,438,–,102,540,†,44.46,17.3
483510005572,DOOLEY EL,Texas,2-No,2-No,2-No,2-No,2-No,358,358,147,–,30,177,†,33.91,10.56
481739010816,DORA M SAUCEDA MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,828,828,806,–,0,806,†,72.31,11.45
482829011382,DORA ROMERO EL,Texas,2-No,2-No,2-No,2-No,2-No,533,533,438,–,0,438,†,31.88,16.72
483873004343,DORIE MILLER EL,Texas,2-No,2-No,2-No,2-No,2-No,266,266,253,–,0,253,†,19.29,13.79
481854009218,DORIE MILLER INT,Texas,2-No,2-No,2-No,2-No,2-No,635,635,402,–,48,450,†,41.78,15.2
483765006604,DORIS CULLINS-LAKE POINTE EL,Texas,2-No,2-No,2-No,2-No,2-No,653,653,253,–,42,295,†,41.83,15.61
481674012946,DOROTHY P ADKINS EL,Texas,2-No,2-No,2-No,2-No,2-No,413,413,45,–,2,47,†,30.97,13.34
483765008354,DOROTHY SMITH PULLEN EL,Texas,2-No,2-No,2-No,2-No,2-No,558,558,101,–,11,112,†,38.41,14.53
483591006163,DOROTHY THOMPSON MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,256,256,256,–,0,256,†,26.01,9.84
483765009368,DORRIS A JONES EL,Texas,2-No,2-No,2-No,2-No,2-No,624,624,326,–,40,366,†,41.03,15.21
480894000314,DOSS EL,Texas,2-No,2-No,2-No,2-No,2-No,826,826,120,–,25,145,†,52.33,15.78
481740001503,DOSS EL,Texas,2-No,2-No,2-No,2-No,2-No,20,20,0,–,0,0,†,3,6.67
483808006316,DOUBLE FILE TRAIL EL,Texas,2-No,2-No,2-No,2-No,2-No,648,648,221,–,56,277,†,42.39,15.29
482060007487,DOUGLAS BENOLD MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,826,826,203,–,29,232,†,55.67,14.84
484347004934,DOUGLAS EL,Texas,2-No,2-No,2-No,2-No,2-No,575,575,545,–,0,545,†,35.38,16.25
483873004344,DOUGLASS ACADEMY,Texas,2-No,2-No,2-No,2-No,2-No,347,347,334,–,2,336,†,23.98,14.47
484182004766,DOUGLASS ECLC,Texas,2-No,2-No,2-No,2-No,2-No,240,240,239,–,0,239,†,21,11.43
481830001681,DOUGLASS EL,Texas,2-No,2-No,2-No,2-No,2-No,231,231,221,–,0,221,†,19.51,11.84
481746001506,DOUGLASS SCHOOL,Texas,1-Yes,2-No,2-No,2-No,2-No,466,466,164,–,29,193,141,37.97,12.27
482679005882,DOVALINA EL,Texas,2-No,2-No,2-No,2-No,2-No,466,466,456,–,0,456,†,29.76,15.66
482166002182,DOVE EL,Texas,2-No,2-No,2-No,2-No,2-No,444,444,118,–,30,148,†,33.5,13.25
483702004131,DOVER EL,Texas,2-No,2-No,2-No,2-No,2-No,595,595,475,–,42,517,†,40.82,14.58
481830001682,DOWELL EL,Texas,2-No,2-No,2-No,2-No,2-No,365,365,313,–,1,314,†,23.95,15.24
482985016952,DOWELL MIDDLE,TEXAS,2-No,2-No,2-No,2-No,2-No,1182,1182,256,–,36,292,†,75.28,15.7
481800001575,DOWLING EL,Texas,2-No,2-No,2-No,2-No,2-No,567,567,382,–,15,397,†,34.18,16.59
483879004419,DOWNS EL,Texas,2-No,2-No,2-No,2-No,2-No,378,378,297,–,0,297,†,24.47,15.45
481770013221,DOZIER EL,TEXAS,2-No,2-No,2-No,2-No,2-No,717,717,306,–,73,379,†,43.32,16.55
482253012777,DR ABRAHAM P CANO FRESHMAN ACADEMY,Texas,2-No,2-No,2-No,2-No,2-No,1135,1135,861,–,0,861,1135,76.22,14.89
484653011180,DR AL DRAPER INTERMED,Texas,2-No,2-No,2-No,2-No,2-No,982,982,233,–,44,277,†,60.9,16.12
482310008290,DR ALEJO SALINAS JR EL,Texas,2-No,2-No,2-No,2-No,2-No,403,403,344,–,0,344,†,25.41,15.86
482613010830,DR AMERICO PAREDES EL,Texas,2-No,2-No,2-No,2-No,2-No,446,446,424,–,0,424,†,29.23,15.26
484245013591,DR BRUCE WOOD EL,TEXAS,2-No,2-No,2-No,2-No,2-No,622,622,441,–,43,484,†,37.09,16.77
484347011326,DR BRYAN C JACK EL,Texas,2-No,2-No,2-No,2-No,2-No,671,671,216,–,35,251,†,37.66,17.82
480006211404,DR DAVID C WALKER EL,Texas,2-No,2-No,2-No,2-No,2-No,174,174,168,–,0,168,†,10.62,16.38
480789010489,DR E T BOON EL,Texas,2-No,2-No,2-No,2-No,2-No,715,715,71,–,15,86,†,46.05,15.53
483890005542,DR FERMIN CALDERON EL,Texas,2-No,2-No,2-No,2-No,2-No,628,628,535,–,0,535,†,37.55,16.72
480006207794,DR HARMON W KELLEY EL,Texas,2-No,2-No,2-No,2-No,2-No,289,289,271,–,0,271,†,19.33,14.95
482253010476,DR HESIQUIO RODRIGUEZ EL,Texas,2-No,2-No,2-No,2-No,2-No,724,724,581,–,0,581,†,44.65,16.22
482985011171,DR JACK COCKRILL MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,1275,1275,212,–,44,256,†,81.5,15.64
482613010826,DR JAVIER SAENZ MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,788,788,774,–,0,774,0,62.41,12.63
482566012780,DR JOSEPH A FOWLER EL,Texas,2-No,2-No,2-No,2-No,2-No,1146,1146,592,–,113,705,†,68.75,16.67
481818012033,DR KAY TEER CRAWFORD EL,Texas,2-No,2-No,2-No,2-No,2-No,571,571,523,–,0,523,†,36.14,15.8
483432012697,DR KIRK LEWIS CAREER AND TECHNICAL H S,Texas,1-Yes,2-No,2-No,2-No,2-No,1400,1400,960,–,169,1129,1367,94,14.89
482679005883,DR LEO CIGARROA H S,Texas,1-Yes,2-No,2-No,2-No,2-No,1555,1555,1510,–,0,1510,1555,105.93,14.68
483039013041,DR LINDA HENRIE EL,Texas,2-No,2-No,2-No,2-No,2-No,932,932,773,–,66,839,†,58.32,15.98
483890008397,DR LONNIE GREEN JR EL,Texas,2-No,2-No,2-No,2-No,2-No,794,794,553,–,0,553,†,49.17,16.15
481830009229,DR LORENZO G LAFARELLE JJAEP,Texas,2-No,2-No,2-No,2-No,2-No,2,2,†,–,†,†,†,0.67,2.99
481830009228,DR LORENZO G LAFARELLE MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,13,13,11,–,0,11,†,7.83,1.66
481965010674,DR LYNN ARMSTRONG EL,Texas,2-No,2-No,2-No,2-No,2-No,566,566,493,–,20,513,†,41.34,13.69
480002507411,DR M L GARZA-GONZALEZ CHARTER SCHOOL,Texas,1-Yes,2-No,2-No,2-No,2-No,210,210,191,–,4,195,21,14,15
480967012433,DR MAE E JONES-CLARK EL,Texas,2-No,2-No,2-No,2-No,2-No,623,623,577,–,19,596,†,32.95,18.91
484365011085,DR MALAKOFF EL,Texas,2-No,2-No,2-No,2-No,2-No,693,693,381,–,0,381,†,40.91,16.94
482613011440,DR MARIA PALMIRA MENDIOLA EL,Texas,2-No,2-No,2-No,2-No,2-No,719,719,696,–,0,696,†,44.02,16.33
483714011012,DR MARIO E RAMIREZ EL,Texas,2-No,2-No,2-No,2-No,2-No,495,495,462,–,0,462,†,38.78,12.76
482967011450,DR PABLO PEREZ,Texas,2-No,2-No,2-No,2-No,2-No,557,557,282,–,0,282,†,34.11,16.33
480006210418,DR PAUL S SAENZ J H,Texas,2-No,2-No,2-No,2-No,2-No,69,69,61,–,0,61,†,5.78,11.94
484496006054,DR R E MARGO EL,Texas,2-No,2-No,2-No,2-No,2-No,960,960,856,–,0,856,†,56.77,16.91
480809013577,DR RONALD E MCNAIR JH,TEXAS,2-No,2-No,2-No,2-No,2-No,999,999,276,–,38,314,†,55.93,17.86
482892013584,DR SARAH JANDRUCKO ACADEMY FOR EARLY LEARNERS,TEXAS,2-No,2-No,2-No,2-No,2-No,0,0,–,–,–,–,†,1,0.00
482025010736,DR SHIRLEY J WILLIAMSON EL,Texas,2-No,2-No,2-No,2-No,2-No,680,680,540,–,0,540,†,43.97,15.47
484071010662,DR SUE A SHOOK SCHOOL,Texas,2-No,2-No,2-No,2-No,2-No,1007,1007,541,–,146,687,†,55.41,18.17
480001013113,DR T C MCCORMICK JR MIDDLE,TEXAS,2-No,2-No,2-No,2-No,2-No,899,899,470,–,123,593,†,53.4,16.84
480007413549,DR TERRY ROBBINS MIDDLE,TEXAS,2-No,2-No,2-No,2-No,2-No,257,257,120,–,16,136,†,17.36,14.8
481818009567,DR THOMAS ESPARZA EL,Texas,2-No,2-No,2-No,2-No,2-No,427,427,380,–,0,380,†,29,14.72
481593001159,DR TOMAS RIVERA EL,Texas,2-No,2-No,2-No,2-No,2-No,409,409,372,–,0,372,†,23.6,17.33
483486009299,DR WILLIAM LONG EL,Texas,2-No,2-No,2-No,2-No,2-No,872,872,671,–,0,671,†,49.42,17.64
481623006532,DR WRIGHT L LASSITER JR EARLY COLLEGE H S,Texas,1-Yes,2-No,2-No,2-No,2-No,246,246,183,–,0,183,246,14,17.57
481533013632,DRANE EARLY LEARNING CENTER,TEXAS,2-No,2-No,2-No,2-No,2-No,282,282,237,–,18,255,†,9.54,29.56
480026310720,DRAW ACADEMY,Texas,2-No,2-No,2-No,2-No,2-No,649,649,636,–,0,636,†,33,19.67
480009312248,DRC CAMPUS,Texas,2-No,2-No,2-No,2-No,2-No,45,45,45,–,0,45,31,3,15
480771017014,DREW ACADEMY,TEXAS,2-No,2-No,2-No,2-No,2-No,572,572,440,–,50,490,†,41.46,13.8
481575005684,DREW EL,Texas,2-No,2-No,2-No,2-No,2-No,492,492,387,–,30,417,†,35,14.06
483312011559,DRIGGERS EL,Texas,2-No,2-No,2-No,2-No,2-No,581,581,444,–,3,447,†,41,14.17
480000801507,DRIPPING SPRINGS EL,Texas,2-No,2-No,2-No,2-No,2-No,828,828,158,–,18,176,†,56.37,14.69
480000801508,DRIPPING SPRINGS H S,Texas,1-Yes,2-No,2-No,2-No,2-No,1958,1958,138,–,0,138,1958,127.14,15.4
480000806094,DRIPPING SPRINGS MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,842,842,145,–,0,145,†,56.19,14.98
481755008889,DRISCOLL EL & MIDDLE,Texas,2-No,2-No,2-No,2-No,2-No,306,306,258,–,2,260,†,24.84,12.32
